transaction_id,amount,transaction_hour,day_of_week,distance_from_home,foreign_transaction,previous_attempts_24h,is_fraud
1371,120.67,8,1,86.8,1,0,0
1372,158.56,9,2,133.3,0,0,0
1373,111.96,9,2,14.0,0,0,0
1374,190.16,5,1,17.3,1,0,0
1375,51.04,1,6,25.7,0,0,0
1376,141.64,10,5,58.4,0,0,0
1377,468.15,23,6,6.9,0,0,1
1378,130.63,19,4,17.9,0,1,0
1379,70.68,2,1,35.1,0,0,0
1380,86.3,10,4,36.8,0,0,0
1381,78.72,3,5,14.8,0,1,0
1382,163.14,4,2,170.6,1,0,0
1383,157.85,18,6,38.4,0,1,0
1384,86.0,20,2,30.5,0,0,0
1385,97.49,0,2,67.3,0,0,0
1386,94.18,10,0,109.6,0,0,0
1387,69.41,10,1,7.3,0,0,0
1388,28.33,9,5,18.3,0,0,0
1389,125.92,13,4,7.3,1,2,0
1390,51.3,22,4,4.3,1,0,0
1391,61.97,6,5,11.6,1,0,0
1392,165.56,14,6,117.5,0,0,0
1393,34.62,6,3,50.7,1,1,0
1394,50.28,5,5,88.7,1,0,0
1395,52.05,9,6,39.6,0,1,0
1396,72.15,22,0,0.9,1,3,0
1397,17.57,1,5,25.0,0,0,0
1398,77.42,8,2,176.4,0,0,0
1399,62.25,22,1,10.1,0,1,0
1400,110.57,17,6,37.4,0,0,0
1401,192.93,7,5,86.9,0,0,0
1402,41.6,7,6,36.3,0,0,0
1403,74.61,16,0,56.2,0,0,0
1404,189.25,22,1,16.8,0,0,0
1405,62.5,7,1,88.3,0,0,0
1406,107.9,4,5,5.3,0,2,0
1407,207.12,0,5,14.5,0,0,0
1408,22.37,1,4,1.5,0,1,0
1409,97.34,22,5,2.9,1,1,0
1410,195.26,7,4,85.7,0,3,0
1411,225.22,12,0,6.2,0,0,0
1412,44.79,5,6,31.3,0,2,0
1413,129.18,22,3,25.6,0,0,0
1414,165.22,0,3,72.3,0,0,0
1415,119.6,15,6,72.7,1,1,0
1416,60.59,0,4,160.9,0,1,0
1417,117.74,13,3,23.8,0,1,0
1418,42.81,23,3,18.1,0,1,0
1419,46.3,2,6,88.8,0,1,0
1420,47.66,11,4,50.4,0,3,0
1421,229.2,9,5,26.0,0,0,0
1422,47.57,23,6,0.6,1,0,0
1423,72.62,18,6,30.5,0,0,0
1424,235.27,23,3,16.3,0,0,0
1425,47.97,6,3,8.3,0,0,0
1426,15.02,1,6,14.8,0,1,0
1427,20.6,19,5,33.1,1,1,0
1428,314.5,20,5,30.2,0,0,0
1429,42.83,16,2,7.1,1,0,0
1430,303.27,1,0,21.3,1,0,0
1431,185.85,2,0,45.5,1,0,0
1432,20.64,22,6,13.6,0,0,0
1433,73.53,2,1,29.6,1,1,0
1434,103.06,13,0,42.3,0,0,0
1435,42.0,9,2,9.4,0,0,0
1436,148.09,7,2,29.3,0,1,0
1437,102.5,23,3,91.8,1,0,0
1438,49.98,10,4,5.2,0,0,0
1439,162.86,14,1,59.0,0,0,0
1440,123.71,21,1,46.1,0,0,0
1441,55.8,14,6,61.4,0,1,0
1442,282.49,2,0,47.5,1,0,0
1443,4.29,4,0,103.9,1,1,0
1444,101.58,5,5,35.0,0,0,0
1445,156.2,0,0,59.3,0,0,0
1446,43.19,17,0,49.2,0,0,0
1447,196.81,18,3,7.8,0,1,0
1448,1372.29,4,2,65.5,0,2,1
1449,37.21,23,6,36.8,0,0,0
1450,112.61,21,3,285.6,0,0,0
1451,22.08,8,4,0.8,0,1,0
1452,36.8,4,3,78.8,0,1,0
1453,180.98,11,4,6.1,1,0,0
1454,69.93,3,4,116.4,0,1,0
1455,10.18,5,3,4.9,0,0,0
1456,84.04,2,1,86.8,0,0,0
1457,147.0,10,3,21.3,0,0,0
1458,145.37,0,2,6.1,0,0,0
1459,92.24,17,0,34.4,0,1,0
1460,1.71,7,2,39.6,0,0,0
1461,31.15,13,3,6.3,1,1,0
1462,375.06,15,5,88.8,1,1,1
1463,91.43,22,2,127.3,1,1,0
1464,54.77,2,5,60.6,0,0,0
1465,59.5,5,3,34.6,0,0,0
1466,226.05,1,5,25.5,1,0,0
1467,27.7,20,1,3.3,0,0,0
1468,62.24,1,3,8.1,1,0,0
1469,50.85,17,5,65.3,0,1,0
1470,268.31,8,3,16.4,1,0,0
1471,37.89,20,2,28.4,0,0,0
1472,74.58,2,5,12.7,0,1,0
1473,1.21,0,1,7.7,1,0,0
1474,88.03,20,3,0.3,0,0,0
1475,82.6,23,3,5.2,0,1,0
1476,160.51,8,1,53.7,0,0,0
1477,82.87,2,2,101.7,0,1,0
1478,175.86,10,3,24.0,0,2,0
1479,20.23,21,4,9.0,0,0,0
1480,85.4,13,6,122.0,0,0,0
1481,144.53,13,4,1.9,0,0,0
1482,183.64,14,5,60.8,1,1,0
1483,71.92,1,5,69.9,0,0,0
1484,70.3,4,6,4.4,0,0,0
1485,13.82,16,0,93.8,1,1,0
1486,54.03,7,1,63.0,0,0,0
1487,7.71,8,1,82.6,0,0,0
1488,73.11,17,4,1.1,1,2,0
1489,207.9,4,6,45.2,0,0,0
1490,88.56,16,4,58.3,0,1,0
1491,297.24,18,4,4.5,0,0,0
1492,110.21,3,1,76.1,0,1,0
1493,11.59,19,6,41.2,1,0,0
1494,134.14,10,5,130.5,0,1,0
1495,26.59,2,1,35.3,0,0,0
1496,273.08,22,1,61.6,0,0,0
1497,212.73,8,4,24.6,1,0,0
1498,49.99,0,5,111.1,0,0,0
1499,12.08,15,2,68.2,0,0,0
1500,246.44,12,3,12.7,1,1,0
1501,51.06,19,3,60.9,0,0,0
1502,44.54,12,5,105.1,1,1,0
1503,11.08,14,4,8.3,0,0,0
1504,129.75,5,5,75.8,0,0,0
1505,41.17,9,3,58.0,0,0,0
1506,54.32,15,5,15.5,0,1,0
1507,137.17,19,6,46.2,0,0,0
1508,2008.84,22,4,38.0,0,1,1
1509,109.39,7,6,70.4,0,1,0
1510,549.35,18,6,143.7,0,1,1
1511,149.39,20,0,93.1,1,1,0
1512,232.14,12,6,3.1,1,1,0
1513,38.52,9,0,46.7,0,0,0
1514,68.27,21,5,4.6,0,0,0
1515,179.68,14,4,107.1,0,0,0
1516,1136.81,1,5,73.7,1,0,1
1517,47.11,23,2,60.2,0,1,0
1518,17.28,3,4,1.6,1,0,0
1519,14.69,10,1,25.6,0,0,0
1520,69.27,17,4,21.1,0,0,0
1521,87.82,13,0,10.5,1,2,0
1522,135.94,7,0,59.6,0,0,0
1523,20.19,6,5,1.2,0,0,0
1524,97.21,3,5,18.5,0,0,0
1525,98.61,2,1,58.5,0,1,0
1526,118.8,12,6,15.4,0,0,0
1527,73.29,14,6,75.7,0,3,0
1528,58.28,0,0,197.4,0,0,0
1529,92.18,6,5,29.1,0,0,0
1530,103.21,8,5,41.2,0,0,0
1531,144.02,0,5,201.8,1,0,0
1532,26.79,18,2,58.1,0,0,0
1533,83.69,8,5,23.0,1,0,0
1534,101.29,20,0,13.0,0,1,0
1535,115.45,9,5,57.6,1,1,0
1536,169.0,21,5,30.3,0,1,0
1537,8.39,9,6,11.6,0,1,0
1538,121.85,2,1,11.3,0,0,0
1539,55.61,12,3,100.2,0,0,0
1540,50.25,2,2,29.3,0,2,0
1541,120.78,18,5,76.9,0,0,0
1542,142.44,8,3,13.9,0,0,0
1543,80.57,22,4,58.6,1,0,0
1544,74.08,5,6,183.1,1,0,0
1545,31.97,6,0,111.5,0,0,0
1546,72.12,3,3,78.9,0,1,0
1547,601.09,19,6,26.3,0,1,1
1548,1558.28,11,2,105.8,0,0,1
1549,158.3,6,4,94.8,0,0,0
1550,102.26,2,2,10.1,0,1,0
1551,53.05,17,4,54.5,1,0,0
1552,18.07,7,6,29.4,0,1,0
1553,103.74,14,4,22.6,0,0,0
1554,31.52,8,3,118.1,0,1,0
1555,129.82,10,3,90.4,0,0,0
1556,163.72,17,3,17.2,0,2,0
1557,14.92,7,1,65.8,0,0,0
1558,61.45,18,5,103.3,0,0,0
1559,217.2,7,4,62.7,0,1,0
1560,45.49,12,0,132.9,1,0,0
1561,63.21,9,2,108.3,0,0,0
1562,65.51,4,1,2.5,0,1,0
1563,143.74,19,0,5.5,0,1,0
1564,79.72,6,2,149.3,0,1,0
1565,33.97,19,2,85.3,0,1,0
1566,70.95,23,6,0.9,0,0,0
1567,52.1,5,1,2.1,0,1,0
1568,181.96,3,5,72.2,0,0,0
1569,26.06,7,6,13.1,0,1,0
1570,128.49,10,5,25.5,0,0,0
1571,60.73,7,2,18.2,0,0,0
1572,63.22,16,0,23.9,0,0,0
1573,75.17,17,4,57.7,0,0,0
1574,176.48,22,1,23.6,0,0,0
1575,99.35,23,4,11.6,1,1,0
1576,187.82,1,3,124.0,1,1,0
1577,160.05,12,0,1.3,0,1,0
1578,49.09,17,5,0.1,0,0,0
1579,20.79,2,5,22.4,0,2,0
1580,110.83,23,1,25.2,1,0,0
1581,111.53,6,5,0.5,0,0,0
1582,29.49,19,0,13.3,0,1,0
1583,59.76,18,6,9.9,0,0,0
1584,75.52,12,1,19.7,0,0,0
1585,105.13,8,5,24.7,0,0,0
1586,145.82,17,6,98.8,1,0,0
1587,111.43,22,5,21.8,0,0,0
1588,93.28,11,0,71.8,0,1,0
1589,138.5,9,6,0.5,0,0,0
1590,255.84,19,6,14.8,1,1,0
1591,36.34,9,1,32.0,0,0,0
1592,59.52,9,4,32.8,1,0,0
1593,122.68,17,5,20.9,0,0,0
1594,123.4,4,0,54.4,1,0,0
1595,33.0,12,4,16.8,0,0,0
1596,40.48,7,1,35.8,0,1,0
1597,61.57,11,5,60.2,0,0,0
1598,136.0,6,5,9.6,0,0,0
1599,23.51,11,0,104.5,1,0,0
1600,22.06,2,4,14.2,0,0,0
1601,118.18,2,1,1.3,1,0,0
1602,27.75,1,1,8.4,1,0,0
1603,180.82,6,2,1.8,0,0,0
1604,68.65,15,2,47.1,0,0,0
1605,84.57,16,1,10.8,0,1,0
1606,132.26,9,3,24.8,0,0,0
1607,395.49,8,5,35.4,0,0,0
1608,82.13,1,4,134.5,0,0,0
1609,76.78,18,1,13.2,0,0,0
1610,43.35,12,0,0.9,0,1,0
1611,20.32,21,3,77.0,0,1,0
1612,78.54,5,5,55.1,0,1,0
1613,29.16,14,5,3.9,1,2,0
1614,95.71,20,0,9.7,0,2,0
1615,63.74,1,1,166.2,0,0,0
1616,22.74,0,5,60.9,1,0,0
1617,185.24,17,5,33.3,0,0,0
1618,33.37,7,4,66.0,0,0,0
1619,1784.76,6,5,230.4,0,0,1
1620,247.82,7,3,10.3,0,0,0
1621,114.49,0,4,27.5,0,0,0
1622,1254.33,18,2,107.3,1,2,1
1623,103.67,22,1,51.8,1,1,0
1624,44.94,21,1,41.9,1,1,0
1625,117.74,21,0,145.1,0,0,0
1626,158.92,15,2,48.9,0,1,0
1627,143.71,5,1,34.6,0,0,0
1628,139.58,10,3,14.7,1,0,0
1629,116.64,14,6,37.5,0,0,0
1630,246.59,11,1,28.9,0,0,0
1631,72.74,17,6,12.6,0,0,0
1632,483.0,7,2,30.9,0,1,1
1633,128.01,4,4,204.0,0,0,0
1634,110.76,11,6,28.7,0,1,0
1635,27.24,14,1,104.5,0,0,0
1636,324.69,18,0,4.8,0,0,0
1637,113.19,19,4,7.4,0,0,0
1638,75.41,6,2,80.8,0,0,0
1639,39.85,18,4,49.5,1,0,0
1640,117.59,18,5,57.8,0,1,0
1641,353.49,7,4,15.3,0,0,0
1642,47.09,21,2,1.3,0,0,0
1643,94.23,21,6,44.8,0,1,0
1644,124.46,18,1,12.5,1,0,0
1645,241.63,18,0,15.6,0,0,0
1646,45.88,7,3,114.5,0,0,0
1647,48.03,7,6,3.8,0,0,0
1648,111.56,7,0,90.9,1,1,0
1649,2679.16,10,5,32.8,0,0,1
1650,24.55,10,2,80.1,1,1,0
1651,94.33,23,0,70.5,1,2,0
1652,175.51,22,1,79.1,0,0,0
1653,98.63,16,3,26.7,0,0,0
1654,1422.31,10,2,0.3,1,1,1
1655,135.25,0,1,46.6,0,0,0
1656,4.8,0,3,26.7,0,1,0
1657,25.31,16,4,66.9,0,1,0
1658,45.29,22,2,81.2,0,0,0
1659,24.67,10,5,11.1,0,0,0
1660,144.09,22,2,23.7,1,0,0
1661,1613.2,7,6,12.1,0,0,1
1662,90.86,8,1,29.0,1,0,0
1663,85.75,6,6,23.0,0,0,0
1664,43.95,22,5,7.0,0,0,0
1665,100.91,2,1,21.8,0,0,0
1666,139.74,21,1,136.4,1,0,0
1667,118.64,22,0,175.2,0,0,0
1668,30.22,23,1,16.8,0,0,0
1669,105.54,6,6,4.3,1,0,0
1670,157.12,13,6,31.1,1,0,0
1671,71.75,10,5,26.8,0,2,0
1672,121.18,14,4,63.7,0,0,0
1673,32.9,0,3,43.7,1,1,0
1674,76.32,0,1,12.8,0,0,0
1675,162.96,15,0,1.1,1,0,0
1676,57.59,1,4,57.2,0,0,0
1677,145.78,13,6,5.2,0,0,0
1678,24.83,5,2,54.5,1,1,0
1679,131.36,11,2,23.9,0,1,0
1680,111.02,12,0,40.1,0,2,0
1681,568.67,2,1,46.0,0,0,1
1682,48.46,21,1,6.9,0,0,0
1683,26.3,9,1,66.9,0,0,0
1684,10.37,3,3,52.0,0,0,0
1685,42.0,9,5,165.3,0,0,0
1686,37.56,19,2,131.4,0,0,0
1687,13.87,21,3,119.0,0,1,0
1688,52.84,5,4,57.7,0,0,0
1689,195.09,17,2,56.0,0,1,0
1690,1188.43,17,6,28.6,0,0,1
1691,117.09,12,3,12.5,0,0,0
1692,53.68,3,1,24.3,1,0,0
1693,82.88,9,5,0.2,0,2,0
1694,190.95,9,6,19.1,0,0,0
1695,62.84,0,3,22.7,0,1,0
1696,33.02,0,0,15.1,0,0,0
1697,49.5,4,4,70.6,0,0,0
1698,98.65,18,0,42.7,1,2,0
1699,1720.62,20,6,8.5,0,0,1
1700,65.96,17,5,43.4,0,1,0
1701,107.11,18,5,42.1,0,0,0
1702,69.34,16,0,1.8,0,1,0
1703,170.85,3,6,72.8,0,0,0
1704,122.13,16,1,18.9,0,1,0
1705,224.7,3,4,13.7,0,1,0
1706,124.61,11,4,76.7,1,1,0
1707,159.73,8,1,35.9,0,2,0
1708,100.29,17,3,96.7,0,0,0
1709,14.2,1,1,2.2,0,0,0
1710,109.64,21,4,5.1,0,1,0
1711,227.12,17,1,27.0,0,1,0
1712,5.88,13,1,141.7,0,1,0
1713,66.13,23,1,1.1,1,0,0
1714,167.36,13,2,65.6,1,0,0
1715,130.88,3,6,152.3,1,1,0
1716,168.82,3,5,35.6,0,0,0
1717,36.6,9,2,93.2,0,0,0
1718,58.96,16,2,33.9,0,0,0
1719,265.65,6,6,69.4,0,0,0
1720,228.44,2,2,51.0,0,0,0
1721,68.72,17,2,23.1,1,1,0
1722,111.4,10,2,48.7,0,0,0
1723,91.17,0,0,82.2,0,0,0
1724,240.83,21,3,24.9,0,0,0
1725,99.45,12,6,17.9,0,1,0
1726,105.23,2,6,12.5,1,2,0
1727,178.59,21,4,94.9,0,0,0
1728,240.85,7,4,98.4,1,2,0
1729,117.55,8,3,110.4,1,2,0
1730,100.23,9,4,11.7,0,0,0
1731,724.03,19,2,10.3,0,0,1
1732,172.59,6,3,196.0,0,1,0
1733,36.82,0,2,5.1,1,0,0
1734,69.05,13,3,62.0,0,0,0
1735,1279.27,19,1,40.2,0,0,1
1736,11.22,22,1,27.4,0,2,0
1737,37.97,15,6,10.0,0,0,0
1738,35.09,11,1,48.5,0,0,0
1739,53.82,9,5,0.1,0,0,0
1740,172.53,5,6,108.0,0,0,0
1741,45.7,22,0,18.4,0,2,0
1742,111.84,2,3,4.0,0,0,0
1743,240.84,23,3,11.3,0,1,0
1744,94.62,18,6,15.4,0,0,0
1745,113.59,9,1,4.2,0,0,0
1746,73.84,6,1,166.2,0,0,0
1747,193.49,6,5,100.9,0,0,0
1748,49.05,3,2,34.5,0,0,0
1749,75.16,9,4,51.3,1,2,0
1750,105.08,15,4,8.1,0,0,0
1751,73.21,6,1,31.2,0,1,0
1752,39.71,4,6,119.7,0,0,0
1753,31.71,10,1,152.6,0,0,0
1754,260.61,5,4,22.3,0,2,0
1755,47.6,15,4,25.8,0,1,0
1756,37.32,0,1,136.9,0,1,0
1757,43.23,1,2,27.3,0,0,0
1758,33.74,9,3,47.9,1,0,0
1759,127.83,5,1,26.4,0,2,0
1760,110.1,22,4,82.2,0,1,0
1761,96.15,18,5,8.7,0,1,0
1762,1231.34,19,4,46.4,0,0,1
1763,272.53,18,0,13.4,1,0,0
1764,152.89,13,0,12.6,0,0,0
1765,41.71,18,4,10.4,0,0,0
1766,95.38,14,3,94.4,0,1,0
1767,69.64,16,2,16.9,0,0,0
1768,28.07,14,4,49.6,1,1,0
1769,23.88,4,0,8.2,1,0,0
1770,527.75,21,0,191.9,0,1,1
1771,31.98,9,2,39.5,1,1,0
1772,181.57,11,3,171.0,0,0,0
1773,51.3,4,3,40.8,0,1,0
1774,156.92,14,6,70.6,0,0,0
1775,57.68,20,5,165.2,0,1,0
1776,286.64,23,4,51.0,0,0,0
1777,168.5,3,3,7.7,0,0,0
1778,228.3,17,3,67.6,0,1,0
1779,223.74,2,4,37.7,0,0,0
1780,69.46,5,0,76.4,0,1,0
1781,101.45,12,6,24.0,0,1,0
1782,1678.08,21,0,15.1,1,0,1
1783,130.12,18,2,3.1,0,1,0
1784,94.49,17,1,21.6,1,0,0
1785,128.48,6,6,27.7,0,0,0
1786,100.08,15,3,4.4,0,0,0
1787,497.32,2,5,95.5,0,1,1
1788,288.41,11,0,25.2,0,1,0
1789,53.59,8,0,53.5,0,2,0
1790,46.57,5,5,30.1,0,1,0
1791,29.03,22,4,0.4,0,0,0
1792,82.9,4,2,24.6,1,1,0
1793,86.77,17,0,21.4,0,0,0
1794,25.15,9,4,299.2,0,0,0
1795,154.61,17,0,84.9,0,0,0
1796,20.78,23,3,118.2,0,0,0
1797,251.19,0,1,46.4,0,2,0
1798,30.15,23,0,44.5,0,0,0
1799,17.4,21,6,20.9,1,0,0
1800,124.83,22,3,86.4,0,1,0
1801,220.4,19,3,8.6,1,0,0
1802,118.0,15,1,7.9,0,1,0
1803,41.5,15,6,12.8,0,2,0
1804,33.45,14,1,10.7,0,0,0
1805,21.95,3,0,48.7,0,0,0
1806,188.46,1,4,185.3,0,0,0
1807,163.97,9,0,125.6,0,1,0
1808,107.05,20,6,42.0,0,0,0
1809,100.91,22,4,39.2,0,1,0
1810,78.87,13,6,50.4,0,0,0
1811,125.82,10,4,45.8,1,0,0
1812,177.36,20,6,1.6,0,1,0
1813,199.79,21,0,66.9,0,0,0
1814,102.99,19,4,23.7,0,2,0
1815,146.97,2,2,20.7,0,0,0
1816,33.68,12,0,150.5,1,0,0
1817,190.31,9,0,24.3,1,1,0
1818,60.91,1,3,3.4,1,2,0
1819,125.18,22,6,30.9,0,0,0
1820,96.27,10,4,22.4,1,1,0
1821,200.64,17,6,38.1,1,0,0
1822,46.31,22,3,1.0,1,1,0
1823,67.37,19,6,47.9,1,0,0
1824,278.88,1,3,19.9,1,0,0
1825,29.93,11,5,51.5,0,0,0
1826,65.43,12,6,35.3,0,0,0
1827,206.66,6,4,12.2,1,1,0
1828,84.3,12,3,5.1,1,0,0
1829,980.58,14,5,13.5,0,1,1
1830,835.62,3,0,58.6,0,1,1
1831,185.47,20,2,78.1,0,0,0
1832,59.47,14,6,40.5,0,1,0
1833,61.27,8,2,26.1,1,1,0
1834,56.75,21,1,2.0,1,2,0
1835,91.37,0,2,15.9,0,0,0
1836,131.64,1,6,67.5,0,1,0
1837,275.37,18,6,0.6,0,0,0
1838,210.08,19,3,21.1,1,0,0
1839,313.86,19,3,1.2,1,0,0
1840,39.72,15,5,42.7,1,0,0
1841,45.08,1,5,267.9,0,0,0
1842,254.38,23,6,112.9,0,1,0
1843,62.2,20,4,24.1,1,0,0
1844,150.87,4,6,130.1,1,1,0
1845,11.04,19,6,16.4,0,1,0
1846,113.86,8,1,3.4,1,0,0
1847,147.3,10,3,68.6,0,0,0
1848,101.55,21,3,26.4,0,0,0
1849,54.1,11,6,26.5,1,1,0
1850,96.8,1,5,13.7,0,0,0
1851,119.44,4,3,52.3,0,0,0
1852,198.87,8,2,133.4,0,0,0
1853,248.53,23,3,67.6,0,0,0
1854,1025.92,15,4,63.1,0,0,1
1855,87.16,22,1,88.0,0,1,0
1856,1038.96,17,2,21.2,0,0,1
1857,101.31,2,4,124.7,0,0,0
1858,35.63,3,1,87.4,0,0,0
1859,80.7,22,5,68.0,0,0,0
1860,70.47,12,2,9.3,0,0,0
1861,135.31,9,2,60.9,1,0,0
1862,67.28,1,2,72.8,0,1,0
1863,194.42,3,2,225.0,0,1,0
1864,239.94,16,5,75.5,1,0,0
1865,96.7,11,2,16.4,0,0,0
1866,104.3,14,4,36.1,1,0,0
1867,109.74,3,1,0.9,0,0,0
1868,150.49,0,3,29.9,0,1,0
1869,132.11,4,0,150.6,0,1,0
1870,145.92,19,2,52.6,0,1,0
1871,119.8,10,2,44.8,0,0,0
1872,30.19,22,3,35.5,0,1,0
1873,62.93,14,0,80.2,0,0,0
1874,116.68,22,1,92.4,1,0,0
1875,54.47,3,5,22.6,0,1,0
1876,107.21,7,2,113.7,1,0,0
1877,124.42,22,2,113.0,0,1,0
1878,144.61,7,4,6.0,0,1,0
1879,138.91,4,1,16.7,1,2,0
1880,290.11,9,6,27.9,0,1,0
1881,183.78,4,1,21.3,0,1,0
1882,7.92,8,2,32.7,1,0,0
1883,16.66,4,4,8.8,1,0,0
1884,81.25,8,2,13.4,1,0,0
1885,33.42,16,5,110.0,0,1,0
1886,48.59,7,1,12.8,0,1,0
1887,32.43,13,1,12.7,1,0,0
1888,161.94,7,6,64.3,1,1,0
1889,63.88,5,4,15.2,0,1,0
1890,120.61,0,3,6.3,0,1,0
1891,68.43,23,2,34.8,0,0,0
1892,191.85,14,0,3.1,0,1,0
1893,147.17,13,5,41.8,0,0,0
1894,91.88,23,1,52.1,0,0,0
1895,49.8,1,6,41.7,1,1,0
1896,1207.95,9,6,2.2,0,0,1
1897,76.12,0,5,121.1,0,0,0
1898,23.95,7,6,26.7,0,0,0
1899,137.73,7,5,97.0,1,1,0
1900,83.24,23,2,23.1,0,0,0
1901,27.03,15,6,192.9,0,0,0
1902,21.26,15,6,78.0,0,0,0
1903,157.01,0,1,49.3,1,0,0
1904,124.4,18,2,57.7,0,0,0
1905,85.85,10,1,0.3,0,0,0
1906,101.66,23,2,8.4,0,1,0
1907,41.91,13,1,12.6,0,1,0
1908,180.6,20,6,103.1,1,1,0
1909,140.82,15,4,52.3,0,0,0
1910,50.79,9,4,9.6,0,0,0
1911,287.49,5,4,182.4,1,0,0
1912,48.71,15,0,3.9,0,0,0
1913,139.06,1,4,92.8,0,0,0
1914,115.76,7,3,101.8,0,1,0
1915,23.64,12,0,57.2,1,0,0
1916,14.14,4,3,32.8,1,1,0
1917,21.35,21,5,62.0,0,0,0
1918,69.13,18,5,6.7,0,0,0
1919,15.66,8,0,17.4,0,2,0
1920,51.41,19,5,19.7,0,0,0
1921,175.06,1,1,8.0,1,0,0
1922,166.58,9,2,75.2,0,0,0
1923,240.13,1,3,30.2,0,2,0
1924,110.94,21,2,83.8,0,1,0
1925,161.67,5,2,26.5,1,1,0
1926,111.86,22,0,56.1,0,0,0
1927,29.57,19,3,147.8,0,1,0
1928,52.99,21,6,47.0,1,1,0
1929,76.62,10,0,108.6,0,1,0
1930,3.49,10,5,50.9,0,0,0
1931,77.5,6,4,85.6,0,0,0
1932,52.61,10,5,0.1,0,0,0
1933,12.2,7,6,142.9,0,1,0
1934,24.31,16,4,87.0,0,0,0
1935,1488.96,20,0,24.3,0,0,1
1936,38.5,11,6,15.0,0,1,0
1937,85.64,9,0,84.9,0,0,0
1938,79.08,11,5,62.4,0,1,0
1939,164.93,18,3,32.2,0,1,0
1940,96.32,11,1,47.5,0,0,0
1941,59.78,0,1,41.1,0,0,0
1942,195.44,23,1,0.9,1,1,0
1943,53.85,18,6,71.0,0,1,0
1944,145.37,15,5,24.4,1,0,0
1945,134.31,4,2,31.0,1,0,0
1946,8.57,17,3,56.9,1,0,0
1947,51.07,6,6,10.8,1,1,0
1948,41.09,19,0,31.1,0,0,0
1949,117.98,2,6,51.3,0,1,0
1950,143.44,3,4,5.0,0,0,0
1951,79.17,18,6,18.9,0,1,0
1952,53.29,10,6,14.8,0,3,0
1953,106.43,15,3,35.2,0,1,0
1954,43.89,21,1,97.3,0,0,0
1955,26.52,22,2,3.9,0,0,0
1956,126.83,14,5,21.2,0,0,0
1957,85.88,1,2,151.8,0,1,0
1958,20.75,4,0,37.0,0,1,0
1959,766.89,9,2,41.8,0,1,1
1960,192.43,22,6,35.2,0,0,0
1961,16.85,0,5,8.8,0,1,0
1962,91.1,1,5,3.8,0,0,0
1963,166.02,0,5,84.3,0,0,0
1964,55.36,4,3,8.9,1,0,0
1965,124.59,23,5,45.4,1,2,0
1966,22.51,21,5,40.2,0,0,0
1967,57.43,16,4,10.3,0,0,0
1968,24.71,19,1,14.3,0,0,0
1969,120.15,7,0,30.5,0,0,0
1970,18.52,10,4,219.1,0,1,0
1971,13.58,23,1,30.8,0,1,0
1972,25.07,10,3,12.0,1,0,0
1973,1193.15,14,5,41.9,0,0,1
1974,26.4,23,3,75.5,0,0,0
1975,68.01,16,2,9.2,0,1,0
1976,107.03,9,6,51.4,0,2,0
1977,13.83,0,1,70.8,0,1,0
1978,20.31,22,4,20.8,0,0,0
1979,121.78,4,3,17.5,1,1,0
1980,108.31,12,3,6.5,0,3,0
1981,133.11,5,0,92.5,0,0,0
1982,42.16,23,2,70.3,0,2,0
1983,360.56,0,2,48.8,1,0,0
1984,220.25,5,6,14.2,0,0,0
1985,48.14,8,1,59.2,1,0,0
1986,73.17,1,2,36.4,0,1,0
1987,10.56,0,4,54.8,0,1,0
1988,56.43,2,4,25.7,1,1,0
1989,54.67,21,2,6.9,0,1,0
1990,79.51,5,3,37.3,0,0,0
1991,210.8,3,0,13.6,0,0,0
1992,73.33,12,0,71.5,1,0,0
1993,48.1,20,1,2.0,0,0,0
1994,179.41,10,4,14.5,0,2,0
1995,93.57,7,6,50.6,0,1,0
1996,125.63,9,0,22.5,0,0,0
1997,4.82,18,1,51.4,0,0,0
1998,300.66,5,4,129.7,0,0,0
1999,182.26,18,6,15.0,0,0,0
2000,36.35,1,2,35.5,0,0,0
2001,159.07,8,1,44.8,0,0,0
2002,38.75,20,4,3.7,0,2,0
2003,94.39,15,1,69.2,0,2,0
2004,88.79,18,0,26.2,0,1,0
2005,63.92,9,0,0.8,0,0,0
2006,92.78,13,1,27.9,0,1,0
2007,35.65,14,5,29.6,0,0,0
2008,177.43,9,1,15.9,0,1,0
2009,52.53,11,5,25.6,0,0,0
2010,105.23,0,4,22.1,0,0,0
2011,207.87,23,5,50.1,1,0,0
2012,146.52,23,3,23.9,0,0,0
2013,81.85,3,3,41.4,0,0,0
2014,799.03,10,4,5.2,1,2,1
2015,26.96,1,3,7.3,0,0,0
2016,48.29,20,2,100.6,0,0,0
2017,928.29,21,4,61.8,0,1,1
2018,87.35,14,3,80.0,1,0,0
2019,65.22,13,0,14.8,1,0,0
2020,69.94,13,3,49.0,0,1,0
2021,92.99,22,5,108.0,0,0,0
2022,19.33,0,1,35.4,0,1,0
2023,141.03,20,0,19.2,1,0,0
2024,197.26,6,1,11.3,1,0,0
2025,671.94,7,3,31.7,0,0,1
2026,77.49,15,1,19.9,0,0,0
2027,76.67,18,4,162.3,0,0,0
2028,142.53,10,4,48.2,0,1,0
2029,144.76,18,1,49.6,0,0,0
2030,231.12,22,3,113.3,1,0,0
2031,38.58,18,3,19.2,0,1,0
2032,121.84,2,5,46.4,0,0,0
2033,251.75,11,0,9.1,0,0,0
