customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn
C00853,25,27.91,2936.09,Two year,Fiber optic,Credit card,0
C00854,23,24.86,1056.28,Two year,Fiber optic,Mailed check,0
C00855,27,23.26,4223.0,One year,DSL,Electronic check,0
C00856,15,66.31,7375.45,Two year,Fiber optic,Electronic check,0
C00857,69,47.43,6027.24,One year,No,Credit card,0
C00858,3,47.45,1863.53,Two year,DSL,Bank transfer,1
C00859,68,77.73,6623.36,Month-to-month,DSL,Credit card,0
C00860,69,114.13,6946.92,One year,No,Bank transfer,0
C00861,42,52.42,5370.87,Two year,No,Credit card,0
C00862,16,94.53,6657.72,Two year,No,Bank transfer,0
C00863,55,40.07,1352.96,Two year,DSL,Electronic check,0
C00864,22,57.59,2324.73,Month-to-month,Fiber optic,Mailed check,0
C00865,13,21.85,5364.78,One year,DSL,Bank transfer,0
C00866,26,101.34,1275.25,Month-to-month,Fiber optic,Mailed check,0
C00867,10,79.12,3397.99,One year,DSL,Bank transfer,0
C00868,41,94.05,272.76,Month-to-month,Fiber optic,Bank transfer,0
C00869,27,27.39,1361.44,Month-to-month,No,Bank transfer,1
C00870,57,107.82,7789.71,Month-to-month,No,Bank transfer,0
C00871,25,90.4,4784.01,Month-to-month,No,Mailed check,0
C00872,46,61.31,4241.07,Month-to-month,DSL,Credit card,0
C00873,10,94.18,4031.53,One year,DSL,Mailed check,0
C00874,15,94.52,1583.48,Two year,No,Mailed check,0
C00875,12,74.19,6655.04,Two year,Fiber optic,Bank transfer,0
C00876,19,115.85,5340.98,One year,DSL,Electronic check,0
C00877,57,58.42,7868.75,Month-to-month,Fiber optic,Mailed check,0
C00878,28,97.85,4205.62,Month-to-month,DSL,Mailed check,0
C00879,66,66.1,2881.9,One year,DSL,Bank transfer,0
C00880,60,75.18,5394.89,One year,No,Electronic check,1
C00881,58,52.77,4634.22,Two year,Fiber optic,Electronic check,1
C00882,43,68.16,1363.93,Month-to-month,No,Mailed check,0
C00883,5,97.51,3329.91,Month-to-month,DSL,Mailed check,1
C00884,40,112.78,465.26,One year,Fiber optic,Electronic check,0
C00885,4,24.39,5785.45,One year,No,Electronic check,0
C00886,30,118.7,2227.96,Month-to-month,Fiber optic,Electronic check,1
C00887,58,87.2,3208.87,Month-to-month,No,Mailed check,0
C00888,4,50.71,5137.42,Month-to-month,Fiber optic,Bank transfer,0
C00889,19,113.05,7567.1,Month-to-month,Fiber optic,Credit card,1
C00890,41,72.09,4769.54,Month-to-month,Fiber optic,Mailed check,0
C00891,28,86.02,2317.18,Month-to-month,Fiber optic,Bank transfer,0
C00892,10,75.33,6514.09,Two year,DSL,Credit card,0
C00893,7,87.81,7340.04,One year,Fiber optic,Electronic check,0
C00894,50,66.22,6627.47,One year,No,Bank transfer,1
C00895,21,59.56,2535.9,One year,No,Bank transfer,0
C00896,12,25.42,6847.2,Month-to-month,DSL,Credit card,0
C00897,18,100.18,2750.24,One year,DSL,Credit card,0
C00898,37,102.78,7452.93,Month-to-month,DSL,Credit card,0
C00899,46,35.17,1713.29,One year,No,Electronic check,0
C00900,32,90.24,5845.54,One year,No,Bank transfer,0
C00901,66,71.95,6690.51,Month-to-month,No,Electronic check,1
C00902,54,44.48,7395.18,Month-to-month,No,Bank transfer,0
C00903,22,117.44,7993.28,Two year,No,Mailed check,0
C00904,67,30.91,7957.96,One year,Fiber optic,Bank transfer,0
C00905,41,93.41,5693.57,Month-to-month,No,Mailed check,0
C00906,49,51.41,1304.05,Month-to-month,No,Mailed check,0
C00907,2,103.19,4723.97,One year,DSL,Credit card,0
C00908,52,66.8,5566.48,Month-to-month,Fiber optic,Mailed check,0
C00909,62,57.28,2690.02,Month-to-month,Fiber optic,Credit card,1
C00910,24,102.69,2658.1,Month-to-month,DSL,Electronic check,1
C00911,29,96.93,109.02,Month-to-month,DSL,Bank transfer,1
C00912,37,24.49,1264.1,Month-to-month,Fiber optic,Bank transfer,0
C00913,34,41.41,3357.32,Month-to-month,No,Credit card,0
C00914,14,57.94,2084.97,One year,DSL,Bank transfer,1
C00915,24,95.51,6526.44,One year,No,Electronic check,0
C00916,25,50.16,4782.26,Month-to-month,Fiber optic,Mailed check,0
C00917,37,39.31,3671.2,One year,No,Bank transfer,0
C00918,2,89.18,176.71,Month-to-month,Fiber optic,Electronic check,1
C00919,54,46.58,744.21,Month-to-month,DSL,Mailed check,0
C00920,40,82.34,2228.22,One year,DSL,Bank transfer,0
C00921,10,80.76,7385.35,Month-to-month,DSL,Bank transfer,1
C00922,48,81.65,2338.86,Two year,DSL,Mailed check,0
C00923,25,115.49,2273.2,Month-to-month,No,Electronic check,0
C00924,1,105.81,5530.95,One year,DSL,Electronic check,0
C00925,53,37.04,5463.91,One year,DSL,Electronic check,0
C00926,17,90.26,6429.99,Month-to-month,Fiber optic,Credit card,0
C00927,3,72.0,457.85,One year,Fiber optic,Mailed check,0
C00928,53,103.86,186.01,Month-to-month,DSL,Credit card,0
C00929,10,27.49,7225.0,Month-to-month,Fiber optic,Credit card,1
C00930,58,84.89,4935.01,Two year,Fiber optic,Bank transfer,0
C00931,22,44.79,1949.53,One year,DSL,Mailed check,0
C00932,30,39.94,5305.9,One year,Fiber optic,Credit card,0
C00933,5,65.11,2023.77,Month-to-month,Fiber optic,Mailed check,0
C00934,63,55.86,2532.49,Month-to-month,Fiber optic,Mailed check,0
C00935,27,119.98,6800.42,Month-to-month,DSL,Bank transfer,1
C00936,50,48.06,5764.14,One year,Fiber optic,Credit card,0
C00937,38,46.63,3300.73,One year,No,Mailed check,1
C00938,69,109.4,466.32,One year,No,Electronic check,0
C00939,66,47.34,6970.18,One year,No,Mailed check,0
C00940,63,84.12,1630.95,Month-to-month,DSL,Electronic check,0
C00941,32,51.56,7179.86,Two year,DSL,Credit card,0
C00942,61,35.04,410.07,One year,Fiber optic,Electronic check,1
C00943,5,103.72,2119.52,Month-to-month,Fiber optic,Electronic check,0
C00944,66,79.65,4582.4,Month-to-month,Fiber optic,Credit card,0
C00945,12,105.0,2747.04,Month-to-month,Fiber optic,Credit card,0
C00946,44,89.69,2212.6,One year,DSL,Electronic check,0
C00947,10,57.17,4934.66,One year,No,Bank transfer,0
C00948,37,83.74,2841.49,Month-to-month,No,Credit card,1
C00949,65,89.82,3385.51,Month-to-month,DSL,Bank transfer,0
C00950,47,83.29,318.39,One year,Fiber optic,Mailed check,1
C00951,41,34.84,2039.74,Month-to-month,DSL,Electronic check,0
C00952,34,35.84,5665.28,Two year,Fiber optic,Electronic check,0
C00953,22,75.42,6979.55,One year,DSL,Credit card,0
C00954,35,116.69,2978.92,One year,Fiber optic,Bank transfer,1
C00955,56,30.96,7142.74,Two year,DSL,Mailed check,0
C00956,53,42.71,6230.71,Two year,No,Bank transfer,0
C00957,28,31.47,6289.48,Month-to-month,No,Mailed check,1
C00958,63,109.6,298.11,One year,DSL,Mailed check,1
C00959,47,88.99,4104.62,Month-to-month,No,Bank transfer,0
C00960,5,111.14,1374.28,Month-to-month,No,Credit card,0
C00961,33,112.5,6350.67,Month-to-month,No,Mailed check,0
C00962,66,50.63,5353.46,Month-to-month,No,Credit card,0
C00963,66,71.16,3276.07,Month-to-month,Fiber optic,Bank transfer,1
C00964,43,111.49,4655.17,One year,Fiber optic,Bank transfer,0
C00965,57,97.45,2417.63,Month-to-month,Fiber optic,Credit card,0
C00966,7,97.25,1145.28,Month-to-month,No,Bank transfer,0
C00967,56,85.65,6217.18,Two year,No,Bank transfer,0
C00968,61,110.89,7583.51,One year,DSL,Credit card,0
C00969,26,103.47,4915.85,One year,DSL,Bank transfer,0
C00970,16,43.07,2437.06,Month-to-month,Fiber optic,Bank transfer,0
C00971,17,79.32,5784.68,Month-to-month,DSL,Bank transfer,1
C00972,65,59.67,7178.86,One year,DSL,Electronic check,0
C00973,58,99.93,5548.81,Month-to-month,No,Credit card,0
C00974,58,60.74,4128.6,Month-to-month,No,Electronic check,1
C00975,36,87.12,1235.95,Month-to-month,No,Bank transfer,0
C00976,65,64.71,7566.88,Month-to-month,Fiber optic,Credit card,0
C00977,31,62.81,5935.74,Month-to-month,Fiber optic,Credit card,0
C00978,37,62.42,4442.02,Month-to-month,Fiber optic,Bank transfer,0
C00979,43,95.11,6682.58,Month-to-month,Fiber optic,Credit card,0
C00980,15,23.83,1281.57,Month-to-month,No,Mailed check,0
C00981,10,25.35,1825.61,One year,Fiber optic,Mailed check,0
C00982,37,76.15,7102.07,Two year,DSL,Credit card,0
C00983,67,102.92,7661.2,Month-to-month,Fiber optic,Credit card,1
C00984,28,37.58,5029.56,Two year,DSL,Bank transfer,0
C00985,58,58.15,4400.57,One year,Fiber optic,Bank transfer,0
C00986,12,33.74,7017.5,Month-to-month,No,Electronic check,0
C00987,30,58.05,5871.16,Two year,No,Bank transfer,1
C00988,17,61.07,4315.36,Month-to-month,Fiber optic,Electronic check,1
C00989,30,105.95,4855.99,Month-to-month,Fiber optic,Mailed check,0
C00990,26,36.16,2806.79,Two year,Fiber optic,Mailed check,0
C00991,16,76.46,7888.82,Month-to-month,Fiber optic,Mailed check,0
C00992,30,26.28,5322.52,Month-to-month,No,Credit card,1
C00993,47,23.32,4212.86,Month-to-month,Fiber optic,Electronic check,0
C00994,19,107.9,7647.88,Two year,DSL,Electronic check,0
C00995,59,28.62,3830.75,Two year,DSL,Mailed check,1
C00996,9,99.72,4165.01,One year,No,Credit card,0
C00997,47,29.63,2966.79,Month-to-month,DSL,Electronic check,0
C00998,38,58.73,2444.04,Month-to-month,Fiber optic,Credit card,1
C00999,22,50.73,5546.93,One year,Fiber optic,Credit card,0
C01000,35,73.43,1621.22,Month-to-month,Fiber optic,Electronic check,0
C01001,33,37.42,2077.17,Month-to-month,DSL,Bank transfer,0
C01002,62,47.18,5411.4,Month-to-month,Fiber optic,Credit card,0
C01003,65,26.27,1105.33,One year,Fiber optic,Bank transfer,0
C01004,63,21.72,6175.1,Month-to-month,Fiber optic,Mailed check,0
C01005,41,42.79,5347.31,Month-to-month,DSL,Credit card,1
C01006,31,33.47,3828.5,One year,No,Bank transfer,0
C01007,6,106.4,4530.6,Month-to-month,No,Bank transfer,1
C01008,10,105.03,4753.74,Month-to-month,No,Electronic check,1
C01009,52,32.25,2355.05,One year,Fiber optic,Credit card,0
C01010,67,24.15,5191.45,Month-to-month,No,Mailed check,0
C01011,31,75.13,1409.4,One year,Fiber optic,Electronic check,0
C01012,17,75.82,1766.16,Month-to-month,Fiber optic,Mailed check,0
C01013,51,107.81,5511.2,Month-to-month,Fiber optic,Credit card,0
C01014,20,22.61,642.14,Month-to-month,DSL,Electronic check,1
C01015,26,60.16,7771.05,Month-to-month,Fiber optic,Mailed check,1
C01016,51,31.97,298.73,Month-to-month,Fiber optic,Bank transfer,1
C01017,4,22.69,1192.58,One year,Fiber optic,Mailed check,0
C01018,2,98.74,4972.86,Two year,Fiber optic,Bank transfer,1
C01019,1,43.39,5776.3,Two year,DSL,Electronic check,0
C01020,64,105.81,2882.96,Month-to-month,DSL,Bank transfer,0
C01021,25,98.34,3413.11,One year,DSL,Electronic check,1
C01022,22,59.41,3513.19,Two year,Fiber optic,Bank transfer,1
C01023,8,72.45,7417.07,Month-to-month,Fiber optic,Credit card,0
C01024,25,47.64,1294.74,One year,DSL,Bank transfer,0
C01025,40,57.54,4138.73,Month-to-month,No,Bank transfer,0
C01026,50,21.51,4070.8,One year,Fiber optic,Mailed check,1
C01027,2,37.25,4168.07,One year,DSL,Credit card,0
C01028,58,62.29,6220.15,One year,DSL,Mailed check,0
C01029,8,68.13,7859.49,Month-to-month,Fiber optic,Electronic check,0
C01030,14,45.72,648.16,Month-to-month,DSL,Credit card,1
C01031,70,112.63,4538.68,Two year,No,Mailed check,1
C01032,50,92.56,6850.14,Month-to-month,No,Bank transfer,0
C01033,2,105.17,223.22,Month-to-month,Fiber optic,Bank transfer,0
C01034,38,98.91,7917.7,One year,No,Bank transfer,1
C01035,52,72.53,6889.2,Month-to-month,No,Bank transfer,0
C01036,25,98.74,1609.34,One year,DSL,Credit card,0
C01037,49,105.1,7398.64,Two year,Fiber optic,Mailed check,0
C01038,49,27.66,7140.5,Two year,Fiber optic,Electronic check,0
C01039,16,71.54,3184.61,Month-to-month,Fiber optic,Electronic check,0
C01040,47,23.5,3844.6,Month-to-month,DSL,Credit card,0
C01041,9,67.39,3388.43,One year,DSL,Bank transfer,0
C01042,39,26.89,6968.89,Month-to-month,No,Bank transfer,0
C01043,22,75.67,2949.01,Month-to-month,Fiber optic,Mailed check,0
C01044,24,77.59,1368.9,Month-to-month,No,Electronic check,0
C01045,12,100.37,5302.76,Two year,DSL,Mailed check,0
C01046,32,52.74,1465.99,Two year,Fiber optic,Electronic check,0
C01047,55,49.09,384.99,Month-to-month,DSL,Credit card,0
C01048,66,67.52,2606.27,Month-to-month,No,Mailed check,1
C01049,32,78.95,6552.01,Month-to-month,DSL,Mailed check,0
C01050,35,30.85,2759.29,Two year,Fiber optic,Electronic check,0
C01051,63,25.54,3712.88,Month-to-month,No,Bank transfer,0
C01052,40,35.63,1807.66,Month-to-month,No,Mailed check,1
C01053,14,88.9,2702.81,Two year,No,Credit card,0
C01054,37,51.37,1159.0,Two year,Fiber optic,Credit card,0
C01055,48,32.2,2649.54,Month-to-month,DSL,Credit card,0
C01056,46,112.52,808.51,One year,Fiber optic,Bank transfer,0
C01057,31,112.37,6887.64,Month-to-month,DSL,Electronic check,0
C01058,64,52.56,6040.45,One year,DSL,Credit card,0
C01059,41,87.32,3595.33,Two year,Fiber optic,Mailed check,1
C01060,29,109.83,2606.04,Month-to-month,Fiber optic,Mailed check,0
C01061,30,90.93,5684.24,Month-to-month,No,Bank transfer,1
C01062,49,105.82,3874.34,Month-to-month,DSL,Bank transfer,1
C01063,65,111.14,6571.61,One year,DSL,Mailed check,0
C01064,29,30.54,2403.01,Month-to-month,Fiber optic,Electronic check,0
C01065,4,72.15,4514.31,Two year,No,Bank transfer,0
C01066,34,61.66,719.63,Month-to-month,No,Bank transfer,0
C01067,27,37.66,3868.85,Month-to-month,Fiber optic,Electronic check,1
C01068,62,62.72,3899.35,One year,No,Credit card,0
C01069,46,84.59,1977.84,Month-to-month,DSL,Credit card,1
C01070,70,36.47,3085.9,Month-to-month,Fiber optic,Electronic check,0
C01071,21,102.67,7525.31,One year,Fiber optic,Mailed check,0
C01072,40,62.46,7478.64,One year,Fiber optic,Mailed check,0
C01073,4,36.09,7812.33,Month-to-month,Fiber optic,Bank transfer,0
C01074,24,57.68,4188.52,Two year,Fiber optic,Bank transfer,1
C01075,13,115.61,1784.08,Two year,Fiber optic,Credit card,0
C01076,52,23.46,1495.82,Two year,No,Bank transfer,0
C01077,22,29.76,5211.34,One year,No,Credit card,1
C01078,58,28.18,4150.18,Month-to-month,DSL,Electronic check,0
C01079,34,35.3,624.71,One year,Fiber optic,Credit card,0
C01080,58,79.95,5255.97,Month-to-month,No,Bank transfer,0
C01081,23,61.15,4391.36,Month-to-month,Fiber optic,Bank transfer,0
C01082,70,59.23,6318.67,One year,DSL,Mailed check,0
C01083,6,71.28,3274.21,Month-to-month,Fiber optic,Credit card,0
C01084,55,48.07,2071.95,Two year,Fiber optic,Bank transfer,0
C01085,11,95.19,7312.36,Two year,Fiber optic,Electronic check,1
C01086,30,84.89,4257.6,One year,Fiber optic,Bank transfer,0
C01087,21,111.29,546.64,Month-to-month,No,Bank transfer,0
C01088,37,31.61,4084.37,One year,No,Bank transfer,0
C01089,54,47.93,4216.04,Month-to-month,Fiber optic,Credit card,1
C01090,19,37.06,5818.96,Month-to-month,No,Electronic check,0
C01091,43,29.63,6435.77,Month-to-month,DSL,Mailed check,0
C01092,37,114.93,2480.54,One year,Fiber optic,Credit card,0
C01093,26,62.09,5976.53,Two year,No,Credit card,0
C01094,31,92.87,6402.26,Two year,No,Mailed check,0
C01095,32,95.86,1667.61,Month-to-month,No,Bank transfer,0
C01096,69,82.26,822.37,Month-to-month,No,Mailed check,0
C01097,45,90.95,4027.57,Two year,DSL,Mailed check,0
C01098,29,87.86,178.93,Month-to-month,DSL,Mailed check,0
C01099,58,53.68,3365.11,Two year,Fiber optic,Electronic check,0
C01100,69,94.71,5101.16,Month-to-month,DSL,Electronic check,1
C01101,60,39.74,3351.04,Two year,Fiber optic,Bank transfer,0
C01102,50,93.67,4708.64,One year,Fiber optic,Electronic check,0
C01103,30,55.11,4654.56,Month-to-month,DSL,Bank transfer,0
C01104,45,64.44,5666.36,One year,No,Bank transfer,0
C01105,7,80.85,684.1,Month-to-month,Fiber optic,Bank transfer,0
C01106,13,78.24,3968.2,One year,DSL,Mailed check,1
C01107,22,103.84,3009.73,Month-to-month,DSL,Electronic check,0
C01108,53,55.35,3401.8,Month-to-month,No,Credit card,0
C01109,57,39.79,2772.6,Month-to-month,Fiber optic,Mailed check,0
C01110,18,41.74,5179.7,One year,Fiber optic,Mailed check,0
C01111,62,114.82,4171.99,Two year,No,Mailed check,1
C01112,60,64.26,4836.1,Month-to-month,DSL,Electronic check,0
C01113,45,99.16,4686.71,One year,Fiber optic,Credit card,0
C01114,65,93.62,2968.85,Month-to-month,No,Mailed check,0
C01115,70,63.72,6759.2,Two year,No,Credit card,1
C01116,6,102.67,3333.02,Month-to-month,DSL,Credit card,1
C01117,13,108.16,1009.0,One year,Fiber optic,Bank transfer,0
C01118,37,87.28,7945.41,One year,No,Bank transfer,0
C01119,68,56.21,4112.29,Month-to-month,No,Mailed check,0
C01120,31,58.29,3324.81,Month-to-month,DSL,Credit card,0
C01121,29,69.02,2700.33,Month-to-month,No,Mailed check,1
C01122,33,88.43,4352.72,Month-to-month,Fiber optic,Mailed check,0
C01123,32,69.75,3920.09,Month-to-month,No,Mailed check,0
C01124,21,57.34,5285.41,One year,Fiber optic,Credit card,0
C01125,45,57.94,1006.78,Month-to-month,Fiber optic,Electronic check,0
C01126,6,68.2,5752.03,Month-to-month,No,Credit card,0
C01127,2,90.73,2423.5,Month-to-month,Fiber optic,Electronic check,0
C01128,50,23.75,6347.98,One year,Fiber optic,Credit card,0
C01129,21,71.85,930.11,Month-to-month,Fiber optic,Credit card,0
C01130,51,65.07,7290.27,Month-to-month,Fiber optic,Credit card,0
C01131,49,96.02,7722.97,One year,No,Electronic check,0
C01132,26,99.89,5004.42,Month-to-month,No,Mailed check,0
C01133,22,23.65,6983.6,One year,Fiber optic,Electronic check,0
C01134,48,89.17,3292.93,One year,No,Bank transfer,0
C01135,69,92.18,1339.07,Month-to-month,No,Credit card,0
C01136,2,84.78,3575.76,One year,DSL,Mailed check,0
C01137,59,31.51,4530.39,Month-to-month,Fiber optic,Bank transfer,0
C01138,24,84.2,4274.34,Month-to-month,No,Bank transfer,0
C01139,1,77.56,7559.62,Two year,Fiber optic,Bank transfer,1
C01140,24,74.9,537.01,One year,No,Electronic check,1
C01141,65,25.1,5666.29,Month-to-month,Fiber optic,Mailed check,0
C01142,58,112.29,823.17,Two year,DSL,Mailed check,0
C01143,12,41.5,6941.85,Two year,Fiber optic,Credit card,1
C01144,21,53.29,2699.04,One year,DSL,Electronic check,0
C01145,35,40.41,4099.35,Month-to-month,No,Mailed check,0
C01146,10,118.55,7351.01,Month-to-month,DSL,Bank transfer,1
C01147,69,87.45,1909.62,Month-to-month,No,Bank transfer,1
C01148,19,48.63,3705.47,Month-to-month,No,Electronic check,0
C01149,52,33.78,2529.68,One year,DSL,Bank transfer,1
C01150,43,92.38,5699.12,Month-to-month,Fiber optic,Electronic check,1
C01151,54,89.45,1690.34,Two year,No,Mailed check,1
C01152,56,90.7,1799.85,Month-to-month,Fiber optic,Mailed check,1
C01153,27,97.07,3942.72,Two year,DSL,Bank transfer,0
C01154,52,74.75,2313.9,Month-to-month,DSL,Bank transfer,0
C01155,27,119.07,1880.5,Two year,DSL,Mailed check,0
C01156,8,104.43,3841.69,One year,Fiber optic,Credit card,0
C01157,63,73.81,5402.74,One year,Fiber optic,Electronic check,0
C01158,60,40.44,3842.33,One year,Fiber optic,Bank transfer,1
C01159,28,65.87,4593.35,One year,Fiber optic,Mailed check,1
C01160,56,34.12,6496.44,Month-to-month,Fiber optic,Bank transfer,0
C01161,7,54.82,2462.32,Month-to-month,DSL,Electronic check,1
C01162,9,28.94,3082.23,One year,No,Credit card,0
C01163,23,106.97,5642.11,Two year,No,Mailed check,0
C01164,39,31.26,7365.46,Month-to-month,DSL,Mailed check,1
C01165,16,74.59,6171.82,Month-to-month,Fiber optic,Bank transfer,0
C01166,15,118.81,1770.91,Month-to-month,Fiber optic,Credit card,0
C01167,59,24.77,3963.59,One year,Fiber optic,Electronic check,0
C01168,3,118.57,1869.49,Month-to-month,DSL,Bank transfer,0
C01169,50,21.6,2253.46,Month-to-month,No,Bank transfer,0
C01170,13,56.49,2982.45,Month-to-month,DSL,Electronic check,0
C01171,47,115.5,3287.18,Month-to-month,DSL,Credit card,0
C01172,6,31.85,4049.03,Month-to-month,Fiber optic,Credit card,0
C01173,3,53.19,6828.41,Month-to-month,Fiber optic,Bank transfer,0
C01174,12,65.49,513.35,Month-to-month,No,Mailed check,0
C01175,63,82.66,6113.48,Month-to-month,No,Mailed check,1
C01176,40,91.57,2971.99,One year,DSL,Credit card,0
C01177,9,114.14,7571.58,One year,No,Mailed check,0
C01178,7,118.92,648.94,Month-to-month,Fiber optic,Mailed check,0
C01179,54,81.25,278.29,Month-to-month,Fiber optic,Bank transfer,0
C01180,45,67.58,3787.37,Month-to-month,Fiber optic,Electronic check,0
C01181,52,68.72,5164.46,Two year,DSL,Mailed check,1
C01182,6,80.44,5876.17,Two year,Fiber optic,Credit card,0
C01183,33,111.64,4648.95,Month-to-month,No,Credit card,0
C01184,39,27.83,943.42,One year,DSL,Bank transfer,0
C01185,31,83.26,6429.42,Month-to-month,Fiber optic,Credit card,0
C01186,20,73.91,6525.24,Month-to-month,DSL,Credit card,1
C01187,44,75.46,2400.09,One year,DSL,Credit card,0
C01188,14,43.89,6330.01,One year,DSL,Credit card,0
C01189,23,32.69,6207.09,Two year,No,Bank transfer,1
C01190,68,32.34,108.99,Month-to-month,No,Electronic check,0
C01191,61,21.67,408.75,Month-to-month,Fiber optic,Credit card,0
C01192,68,82.06,4760.28,Month-to-month,Fiber optic,Electronic check,1
C01193,16,50.87,7594.94,Two year,Fiber optic,Credit card,0
C01194,49,108.0,7027.1,Month-to-month,No,Bank transfer,1
C01195,53,79.1,6364.2,Two year,No,Bank transfer,0
C01196,23,114.83,4832.14,One year,No,Credit card,0
C01197,35,106.91,4328.18,Month-to-month,Fiber optic,Credit card,0
C01198,54,28.5,7797.3,Month-to-month,Fiber optic,Electronic check,0
C01199,46,119.98,345.13,Month-to-month,DSL,Electronic check,0
C01200,56,68.99,488.67,Two year,Fiber optic,Bank transfer,0
C01201,33,38.04,5103.47,Month-to-month,No,Credit card,1
C01202,2,41.78,7603.16,One year,Fiber optic,Mailed check,0
C01203,14,72.7,7179.21,Month-to-month,No,Credit card,1
C01204,49,58.59,4046.8,Month-to-month,Fiber optic,Mailed check,1
C01205,52,59.15,4804.54,One year,DSL,Bank transfer,0
C01206,64,106.25,1720.92,One year,No,Bank transfer,0
C01207,9,81.27,3570.04,Two year,DSL,Electronic check,0
C01208,31,115.1,445.4,One year,DSL,Mailed check,0
C01209,17,108.38,751.88,Month-to-month,Fiber optic,Mailed check,0
C01210,27,96.75,1489.21,Month-to-month,DSL,Mailed check,0
C01211,31,56.69,6930.95,Month-to-month,DSL,Bank transfer,0
C01212,34,111.41,990.72,Month-to-month,DSL,Electronic check,0
C01213,17,66.11,7505.19,Month-to-month,No,Electronic check,0
C01214,60,96.65,7731.76,Month-to-month,DSL,Bank transfer,0
C01215,50,80.98,6277.78,Two year,DSL,Mailed check,1
C01216,6,78.82,395.87,Month-to-month,No,Mailed check,0
C01217,24,101.34,7395.17,Two year,Fiber optic,Mailed check,0
C01218,36,54.66,6581.82,Month-to-month,DSL,Bank transfer,1
C01219,39,93.65,3772.23,One year,Fiber optic,Credit card,0
C01220,46,23.03,7542.48,Two year,No,Mailed check,0
C01221,43,81.12,7793.23,Month-to-month,Fiber optic,Bank transfer,0
C01222,33,47.12,3515.75,Month-to-month,DSL,Bank transfer,0
C01223,61,118.94,2493.29,One year,No,Bank transfer,0
C01224,44,83.99,3259.64,One year,DSL,Bank transfer,0
C01225,24,32.4,4582.67,Month-to-month,No,Electronic check,0
C01226,9,45.22,330.42,Month-to-month,Fiber optic,Electronic check,0
C01227,38,20.46,7514.39,One year,DSL,Credit card,1
C01228,56,28.51,257.25,One year,Fiber optic,Bank transfer,0
C01229,33,106.74,2199.44,Month-to-month,No,Credit card,1
C01230,30,33.39,956.25,Two year,DSL,Electronic check,0
C01231,33,86.63,5018.34,One year,No,Electronic check,0
C01232,2,91.26,4101.74,Month-to-month,Fiber optic,Bank transfer,0
C01233,66,58.36,3005.9,One year,Fiber optic,Credit card,1
C01234,4,28.58,6238.35,Month-to-month,DSL,Mailed check,0
C01235,56,90.95,3052.62,Two year,No,Mailed check,0
C01236,14,113.6,5990.71,Month-to-month,No,Credit card,0
C01237,3,50.44,2153.63,Month-to-month,Fiber optic,Electronic check,0
C01238,44,112.5,7349.57,Month-to-month,Fiber optic,Credit card,0
C01239,9,88.95,6115.4,One year,No,Bank transfer,0
C01240,3,95.51,2079.95,Month-to-month,DSL,Bank transfer,0
C01241,29,104.11,3860.66,One year,No,Credit card,0
C01242,39,103.8,4813.35,One year,Fiber optic,Mailed check,0
C01243,10,105.41,7554.66,One year,No,Mailed check,1
C01244,57,114.74,2709.42,Month-to-month,No,Bank transfer,0
C01245,1,101.02,4478.89,Two year,No,Mailed check,1
C01246,32,33.59,502.43,Two year,Fiber optic,Credit card,1
C01247,39,75.82,6801.82,Month-to-month,Fiber optic,Mailed check,0
C01248,29,47.09,3354.1,One year,Fiber optic,Mailed check,0
C01249,50,74.84,563.33,Month-to-month,DSL,Credit card,1
C01250,71,34.86,6942.08,Month-to-month,DSL,Electronic check,0
C01251,11,65.62,1086.68,One year,No,Mailed check,1
C01252,50,107.93,1702.11,Month-to-month,Fiber optic,Bank transfer,1
C01253,63,35.15,960.59,Two year,Fiber optic,Credit card,1
C01254,16,74.4,512.89,Month-to-month,No,Electronic check,0
C01255,8,43.9,5429.44,Two year,Fiber optic,Credit card,1
C01256,59,58.46,5007.19,Month-to-month,Fiber optic,Bank transfer,0
C01257,33,22.12,7682.71,Two year,Fiber optic,Credit card,0
C01258,53,112.94,495.69,Month-to-month,DSL,Credit card,0
C01259,51,73.03,2126.3,Month-to-month,DSL,Bank transfer,0
C01260,19,45.33,5451.16,Month-to-month,DSL,Credit card,1
C01261,23,61.07,6977.22,Month-to-month,DSL,Credit card,0
C01262,65,93.88,4555.92,One year,Fiber optic,Credit card,0
C01263,26,46.07,925.68,Month-to-month,DSL,Mailed check,0
C01264,35,73.78,4370.6,Two year,DSL,Credit card,1
C01265,15,93.5,6375.2,Two year,No,Credit card,0
C01266,6,116.86,1853.19,One year,No,Mailed check,0
C01267,12,64.66,1340.98,One year,No,Credit card,1
C01268,18,33.62,1522.87,Month-to-month,DSL,Credit card,1
C01269,7,32.38,4828.7,Month-to-month,Fiber optic,Electronic check,0
C01270,36,65.19,1922.11,Month-to-month,DSL,Mailed check,0
C01271,27,41.11,6313.75,Month-to-month,DSL,Credit card,1
C01272,50,62.51,3803.94,Month-to-month,DSL,Bank transfer,0
C01273,53,79.19,7917.76,Two year,Fiber optic,Electronic check,0
C01274,16,91.52,2169.41,Two year,DSL,Electronic check,0
C01275,2,42.45,651.79,One year,No,Bank transfer,0
C01276,48,50.55,3096.84,Two year,No,Credit card,1
C01277,31,102.22,2600.64,Month-to-month,No,Mailed check,0
C01278,10,38.64,1409.27,Month-to-month,DSL,Credit card,0
